,Company,gvkey,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,flood_count,heat_count,tornado_count,tropical_storm_count,wildfire_count,winter_storm_count,flood_crop,heat_crop,tornado_crop,tropical_storm_crop,wildfire_crop,winter_storm_crop,flood_property,heat_property,tornado_property,tropical_storm_property,wildfire_property,winter_storm_property,flood_injury,heat_injury,tornado_injury,tropical_storm_injury,wildfire_injury,winter_storm_injury,flood_death,heat_death,tornado_death,tropical_storm_death,wildfire_death,winter_storm_death,avg_tornado_scale,flood_dummy,heat_dummy,tornado_dummy,tropical_storm_dummy,wildfire_dummy,winter_storm_dummy,Rating_num
6382,Phoenix Cos Inc. (The),142462,Connecticut,2008,61165,0.067852443846266,0.032,0.93,3.983,0.01,30.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,112000.0,0.0,0.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,5
6383,FMC Technologies Inc,142811,Texas,2008,39271,0.0508601676931778,0.073,0.7090000000000001,0.47100000000000003,0.264,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,4
6384,Mondelez International Inc,142953,Illinois,2008,43267,0.0508927642641373,0.314,0.605,3.5439999999999996,0.08800000000000001,186.0,17.0,55.0,0.0,0.0,170.0,18870100.0,0.0,0.0,0.0,0.0,0.0,62389000.0,0.0,17357000.0,0.0,0.0,10320000.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1,1,0,0,1,3
6385,Odyssey Re Holdings Corp.,143073,Connecticut,2008,61165,0.067852443846266,0.05,0.722,0.506,0.027999999999999997,30.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,112000.0,0.0,0.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,4
6386,Prudential Financial Inc,143356,New Jersey,2008,52005,0.0568075177733211,0.085,0.9540000000000001,6.558,0.013000000000000001,38.0,1.0,0.0,24.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,3
6387,Zimmer Biomet Holdings Inc,144559,Indiana,2008,35228,0.0425133614929385,0.032,0.191,0.142,0.9179999999999999,378.0,5.0,37.0,0.0,0.0,188.0,590952000.0,0.0,66000.0,0.0,0.0,0.0,550080500.0,0.0,57542500.0,0.0,0.0,140000.0,7.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.7567567567567568,1,1,1,0,0,1,3
6388,Asbury Automotive Group Inc,144640,Georgia,2008,35175,0.0433307209808726,0.5870000000000001,0.715,7.412000000000001,0.048,13.0,0.0,86.0,148.0,6.0,0.0,0.0,0.0,10000.0,150000.0,0.0,0.0,271000.0,0.0,179426000.0,14915500.0,130000.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1,0,1,1,1,0,6
6389,Anthem Inc,145046,Indiana,2008,35228,0.0425133614929385,0.183,0.5720000000000001,1.882,0.149,378.0,5.0,37.0,0.0,0.0,188.0,590952000.0,0.0,66000.0,0.0,0.0,0.0,550080500.0,0.0,57542500.0,0.0,0.0,140000.0,7.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.7567567567567568,1,1,1,0,0,1,3
6390,WCI Communities Inc,145186,Florida,2008,39247,0.0405332993654501,0.631,0.82,-3.216,0.081,17.0,0.0,56.0,80.0,15.0,0.0,25000000.0,0.0,0.0,305000.0,0.0,0.0,69144200.0,0.0,10910590.0,86909000.0,16980000.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.2678571428571428,1,0,1,1,1,0,9
6391,WW International Inc,145308,New York,2008,48328,0.0573397772151329,1.493,1.829,3.4760000000000004,0.161,45.0,9.0,2.0,15.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,822000.0,0.0,45000.0,70500.0,0.0,1925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,5
6392,AMERIGROUP Corp,145367,Virginia,2008,45437,0.0511017686100816,0.175,0.5760000000000001,1.245,0.299,35.0,0.0,47.0,22.0,3.0,21.0,1000.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,45514000.0,100000.0,30000.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553191489361702,1,0,1,1,1,1,5
6393,Centene Corp,145552,Missouri,2008,37054,0.0424873681530933,0.185,0.628,1.608,0.287,267.0,28.0,108.0,2.0,0.0,83.0,59235000.0,0.0,0.0,0.0,0.0,0.0,40037000.0,0.0,98054500.0,300000.0,0.0,9152000.0,0.0,0.0,242.0,2.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,1.6481481481481481,1,1,1,1,0,1,5
6394,Principal Financial Group Inc.,145701,Iowa,2008,38537,0.0454518694720847,0.011000000000000001,0.956,2.609,0.02,335.0,1.0,115.0,0.0,0.0,167.0,354395000.0,0.0,876000.0,0.0,0.0,0.0,1112943000.0,0.0,107121000.0,0.0,0.0,1135000.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.617391304347826,1,1,1,0,0,1,3
6395,Advance Auto Parts Inc.,145977,North Carolina,2008,37687,0.0443704992637051,0.22699999999999998,0.6509999999999999,1.145,0.23,6.0,3.0,65.0,25.0,3.0,9.0,0.0,0.0,570000.0,0.0,0.0,0.0,10000.0,0.0,22457000.0,180000.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.6615384615384616,1,1,1,1,1,1,5
6396,Accuride Corp,145979,Indiana,2008,35228,0.0425133614929385,0.5489999999999999,0.792,7.4910000000000005,0.099,378.0,5.0,37.0,0.0,0.0,188.0,590952000.0,0.0,66000.0,0.0,0.0,0.0,550080500.0,0.0,57542500.0,0.0,0.0,140000.0,7.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.7567567567567568,1,1,1,0,0,1,6
6397,Alere Inc,146156,Massachusetts,2008,51916,0.0599941072508176,0.268,0.46,4.633,0.039,50.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,685000.0,0.0,15000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,0,1,6
6398,JetBlue Airways Corp,147305,New York,2008,48328,0.0573397772151329,0.521,0.792,11.681,0.078,45.0,9.0,2.0,15.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,822000.0,0.0,45000.0,70500.0,0.0,1925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,6
6399,iPCS Inc.,147391,Illinois,2008,43267,0.0508927642641373,0.861,1.0759999999999998,5.444,0.062,186.0,17.0,55.0,0.0,0.0,170.0,18870100.0,0.0,0.0,0.0,0.0,0.0,62389000.0,0.0,17357000.0,0.0,0.0,10320000.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1,1,0,0,1,6
6400,Regal Entertainment Group,147638,Tennessee,2008,34830,0.0402646472274675,0.769,1.071,4.223,0.29100000000000004,6.0,1.0,56.0,0.0,0.0,64.0,0.0,0.0,1000000.0,0.0,0.0,0.0,214000.0,0.0,271779000.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,2.25,1,1,1,0,0,1,5
6401,FairPoint Communications Inc,148217,North Carolina,2008,37687,0.0443704992637051,0.6940000000000001,0.9229999999999999,4.168,0.052000000000000005,6.0,3.0,65.0,25.0,3.0,9.0,0.0,0.0,570000.0,0.0,0.0,0.0,10000.0,0.0,22457000.0,180000.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.6615384615384616,1,1,1,1,1,1,5
6402,Great Lakes Dredge & Dock Corp,148223,Texas,2008,39271,0.0508601676931778,0.33,0.6409999999999999,3.7230000000000003,-0.016,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6403,Mariner Energy Inc,148281,Texas,2008,39271,0.0508601676931778,0.257,0.597,0.895,0.317,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6404,Quality Distribution Inc,148313,Florida,2008,39247,0.0405332993654501,0.725,0.9440000000000001,8.717,0.03,17.0,0.0,56.0,80.0,15.0,0.0,25000000.0,0.0,0.0,305000.0,0.0,0.0,69144200.0,0.0,10910590.0,86909000.0,16980000.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.2678571428571428,1,0,1,1,1,0,6
6405,Knology Inc,148476,Georgia,2008,35175,0.0433307209808726,0.938,1.068,4.721,0.09,13.0,0.0,86.0,148.0,6.0,0.0,0.0,0.0,10000.0,150000.0,0.0,0.0,271000.0,0.0,179426000.0,14915500.0,130000.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1,0,1,1,1,0,6
6406,LIN Media LLC,148531,Texas,2008,39271,0.0508601676931778,0.442,0.688,6.349,0.035,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6407,Advanced Medical Optics Inc.,148870,California,2008,43890,0.0543702758500994,0.574,0.765,5.734,0.024,7.0,45.0,7.0,0.0,67.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,0.0,1110000.0,0.0,188100000.0,790000.0,0.0,6.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4285714285714286,1,1,1,0,1,1,6
6408,CME Group Inc,149070,Illinois,2008,43267,0.0508927642641373,0.035,0.406,0.474,0.102,186.0,17.0,55.0,0.0,0.0,170.0,18870100.0,0.0,0.0,0.0,0.0,0.0,62389000.0,0.0,17357000.0,0.0,0.0,10320000.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1,1,0,0,1,2
6409,Citadel Broadcasting Corp.,149089,Nevada,2008,38734,0.0486486435561853,0.6829999999999999,0.8590000000000001,9.367,0.053,1.0,11.0,2.0,0.0,0.0,30.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,6
6410,Nexstar Media Group Inc.,149177,Texas,2008,39271,0.0508601676931778,0.9740000000000001,1.155,7.69,0.046,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6411,Freeport-McMoRan Oil & Gas Inc,149268,Texas,2008,39271,0.0508601676931778,0.299,0.625,1.5530000000000002,0.09300000000000001,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,5
6412,Wynn Resorts Ltd,149318,Nevada,2008,38734,0.0486486435561853,0.61,0.742,5.955,0.151,1.0,11.0,2.0,0.0,0.0,30.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,5
6413,Nasdaq Inc,149337,New York,2008,48328,0.0573397772151329,0.193,0.473,2.276,0.225,45.0,9.0,2.0,15.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,822000.0,0.0,45000.0,70500.0,0.0,1925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,4
6414,Rotech Healthcare Inc,149578,Florida,2008,39247,0.0405332993654501,0.8640000000000001,1.001,6.193,0.086,17.0,0.0,56.0,80.0,15.0,0.0,25000000.0,0.0,0.0,305000.0,0.0,0.0,69144200.0,0.0,10910590.0,86909000.0,16980000.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.2678571428571428,1,0,1,1,1,0,7
6415,CIT Group Inc,149738,New York,2008,48328,0.0573397772151329,0.813,0.9279999999999999,15.615,0.027999999999999997,45.0,9.0,2.0,15.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,822000.0,0.0,45000.0,70500.0,0.0,1925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,4
6416,Hornbeck Offshore Services Inc.,150258,Louisiana,2008,37891,0.048536766055263005,0.43,0.556,3.0260000000000002,0.19399999999999998,3.0,0.0,82.0,88.0,0.0,2.0,0.0,0.0,0.0,251900000.0,0.0,0.0,10000.0,0.0,13763300.0,83031000.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.3902439024390243,1,0,1,1,0,1,5
6417,Cimarex Energy Co.,150699,Colorado,2008,42689,0.0523199031439364,0.087,0.392,0.504,0.474,15.0,0.0,40.0,0.0,9.0,305.0,13500.0,0.0,0.0,0.0,0.0,0.0,346000.0,0.0,147080000.0,0.0,6080000.0,30000.0,0.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,1,0,1,0,1,1,5
6418,Virgin Media Inc,153668,Colorado,2008,42689,0.0523199031439364,0.593,0.7559999999999999,5.007,0.094,15.0,0.0,40.0,0.0,9.0,305.0,13500.0,0.0,0.0,0.0,0.0,0.0,346000.0,0.0,147080000.0,0.0,6080000.0,30000.0,0.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,1,0,1,0,1,1,6
6419,CapitalSource Inc.,154755,California,2008,43890,0.0543702758500994,0.741,0.8370000000000001,12.532,-0.049,7.0,45.0,7.0,0.0,67.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,0.0,1110000.0,0.0,188100000.0,790000.0,0.0,6.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4285714285714286,1,1,1,0,1,1,4
6420,ModivCare Inc,154758,Colorado,2008,42689,0.0523199031439364,0.46799999999999997,0.691,5.461,0.05,15.0,0.0,40.0,0.0,9.0,305.0,13500.0,0.0,0.0,0.0,0.0,0.0,346000.0,0.0,147080000.0,0.0,6080000.0,30000.0,0.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,1,0,1,0,1,1,6
6421,Whiting Petroleum Corp,155393,Colorado,2008,42689,0.0523199031439364,0.295,0.528,1.278,0.27,15.0,0.0,40.0,0.0,9.0,305.0,13500.0,0.0,0.0,0.0,0.0,0.0,346000.0,0.0,147080000.0,0.0,6080000.0,30000.0,0.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,1,0,1,0,1,1,5
6422,LKQ Corp,155394,Illinois,2008,43267,0.0508927642641373,0.368,0.475,2.688,0.065,186.0,17.0,55.0,0.0,0.0,170.0,18870100.0,0.0,0.0,0.0,0.0,0.0,62389000.0,0.0,17357000.0,0.0,0.0,10320000.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1,1,0,0,1,5
6423,Nelnet Inc.,155738,Nebraska,2008,40225,0.0476855650648138,0.9670000000000001,0.98,22.576999999999998,0.01,74.0,0.0,66.0,0.0,0.0,89.0,0.0,0.0,1200000.0,0.0,0.0,0.0,3406000.0,0.0,15058000.0,0.0,0.0,28000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.621212121212121,1,0,1,0,0,1,4
6424,American Equity Investment Life Holding Co,156383,Iowa,2008,38537,0.0454518694720847,0.055,0.965,8.027999999999999,0.005,335.0,1.0,115.0,0.0,0.0,167.0,354395000.0,0.0,876000.0,0.0,0.0,0.0,1112943000.0,0.0,107121000.0,0.0,0.0,1135000.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.617391304347826,1,1,1,0,0,1,5
6425,Interline Brands Inc.,156933,Florida,2008,39247,0.0405332993654501,0.43200000000000005,0.5920000000000001,3.452,0.10300000000000001,17.0,0.0,56.0,80.0,15.0,0.0,25000000.0,0.0,0.0,305000.0,0.0,0.0,69144200.0,0.0,10910590.0,86909000.0,16980000.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.2678571428571428,1,0,1,1,1,0,5
6426,Assurant Inc.,157057,New York,2008,48328,0.0573397772151329,0.038,0.845,0.8590000000000001,0.053,45.0,9.0,2.0,15.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,822000.0,0.0,45000.0,70500.0,0.0,1925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,4
6427,Asset Acceptance Capital Corp.,157058,Michigan,2008,35700,0.0388051279148687,0.483,0.674,4.314,0.188,28.0,0.0,16.0,0.0,1.0,357.0,5000.0,0.0,0.0,0.0,0.0,0.0,19295000.0,0.0,650000.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.625,1,0,1,0,1,1,5
6428,TNS Inc.,157118,Virginia,2008,45437,0.0511017686100816,0.508,0.73,2.6,0.14400000000000002,35.0,0.0,47.0,22.0,3.0,21.0,1000.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,45514000.0,100000.0,30000.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553191489361702,1,0,1,1,1,1,5
6429,Compass Minerals International Inc.,157153,Kansas,2008,40791,0.0455203135527671,0.716,0.9740000000000001,2.08,0.14400000000000002,88.0,0.0,218.0,0.0,0.0,33.0,121950.0,0.0,2900000.0,0.0,0.0,0.0,399250.0,0.0,105952500.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.5642201834862386,1,0,1,0,0,1,5
6430,Syniverse Holdings Inc -Old,158473,Florida,2008,39247,0.0405332993654501,0.455,0.564,2.524,0.19,17.0,0.0,56.0,80.0,15.0,0.0,25000000.0,0.0,0.0,305000.0,0.0,0.0,69144200.0,0.0,10910590.0,86909000.0,16980000.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.2678571428571428,1,0,1,1,1,0,5
6431,Reddy Ice Holdings Inc,160163,Texas,2008,39271,0.0508601676931778,0.6759999999999999,0.825,5.582000000000001,0.133,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6432,Affirmative Insurance Holdings Inc,160181,Texas,2008,39271,0.0508601676931778,0.317,0.748,7.74,0.131,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6433,Hospira Inc,160255,Illinois,2008,43267,0.0508927642641373,0.429,0.631,2.725,0.165,186.0,17.0,55.0,0.0,0.0,170.0,18870100.0,0.0,0.0,0.0,0.0,0.0,62389000.0,0.0,17357000.0,0.0,0.0,10320000.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1,1,0,0,1,4
6434,MetroPCS Communications Inc,160256,Texas,2008,39271,0.0508601676931778,0.508,0.6779999999999999,4.335,0.149,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6435,Xerium Technologies Inc,160282,North Carolina,2008,37687,0.0443704992637051,0.737,0.991,5.821000000000001,0.1,6.0,3.0,65.0,25.0,3.0,9.0,0.0,0.0,570000.0,0.0,0.0,0.0,10000.0,0.0,22457000.0,180000.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.6615384615384616,1,1,1,1,1,1,6
6436,W&T Offshore Inc,160341,Texas,2008,39271,0.0508601676931778,0.21100000000000002,0.581,0.568,0.41200000000000003,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,6
6437,Commercial Vehicle Group Inc,160570,Ohio,2008,36596,0.0426914813400604,0.263,0.5670000000000001,4.53,0.14300000000000002,101.0,0.0,15.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,1841000.0,0.0,3342000.0,0.0,0.0,818530000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1,0,1,0,0,1,6
6438,Polypore International Inc,160661,North Carolina,2008,37687,0.0443704992637051,0.5489999999999999,0.746,4.882,0.063,6.0,3.0,65.0,25.0,3.0,9.0,0.0,0.0,570000.0,0.0,0.0,0.0,10000.0,0.0,22457000.0,180000.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.6615384615384616,1,1,1,1,1,1,6
6439,Westlake Chemical Corp,160684,Texas,2008,39271,0.0508601676931778,0.205,0.49200000000000005,2.167,0.048,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,5
6440,James River Coal Co,160838,Virginia,2008,45437,0.0511017686100816,0.39,0.8,16.471,0.011000000000000001,35.0,0.0,47.0,22.0,3.0,21.0,1000.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,45514000.0,100000.0,30000.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553191489361702,1,0,1,1,1,1,6
6441,Las Vegas Sands Corp,161844,Nevada,2008,38734,0.0486486435561853,0.6759999999999999,0.825,10.835,0.04,1.0,11.0,2.0,0.0,0.0,30.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,6
6442,Consolidated Communications Holdings Inc,162127,Illinois,2008,43267,0.0508927642641373,0.693,0.888,5.371,0.07200000000000001,186.0,17.0,55.0,0.0,0.0,170.0,18870100.0,0.0,0.0,0.0,0.0,0.0,62389000.0,0.0,17357000.0,0.0,0.0,10320000.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1,1,0,0,1,6
6443,Neenah Inc,162264,Georgia,2008,35175,0.0433307209808726,0.406,0.732,4.225,0.10800000000000001,13.0,0.0,86.0,148.0,6.0,0.0,0.0,0.0,10000.0,150000.0,0.0,0.0,271000.0,0.0,179426000.0,14915500.0,130000.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1,0,1,1,1,0,6
6444,International Coal Group Inc,162283,West Virginia,2008,31258,0.0336867701637224,0.314,0.609,4.604,0.027999999999999997,30.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1921000.0,0.0,215000.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,6
6445,Iowa Telecommunications Services Inc,162336,Arkansas,2008,31940,0.0344451347930844,0.6,0.72,4.037,0.17,95.0,2.0,110.0,63.0,1.0,82.0,6385000.0,0.0,200000.0,200000.0,0.0,0.0,124631000.0,0.0,369696000.0,34682000.0,0.0,0.0,0.0,4.0,225.0,3.0,1.0,0.0,4.0,0.0,21.0,1.0,0.0,0.0,2.0727272727272728,1,1,1,1,1,1,6
6446,Huntsman Corp,162401,Texas,2008,39271,0.0508601676931778,0.45,0.778,5.02,-0.008,22.0,24.0,124.0,44.0,116.0,11.0,187500000.0,500000.0,0.0,0.0,2050000.0,0.0,20480500.0,50000.0,56930000.0,397890000.0,6748600.0,0.0,0.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,1,1,1,1,1,1,5
6447,Alpha Natural Resources Inc,162448,Virginia,2008,45437,0.0511017686100816,0.33299999999999996,0.626,1.074,0.272,35.0,0.0,47.0,22.0,3.0,21.0,1000.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,45514000.0,100000.0,30000.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553191489361702,1,0,1,1,1,1,6
